,filename,image_src,path,category,classified
0,speed-20180403-071133.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071133.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071133.jpg,taxi,True
1,speed-20180402-192859.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-192859.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-192859.jpg,auto,True
2,speed-20180403-072723.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072723.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072723.jpg,bike,True
3,speed-20180403-080626.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080626.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080626.jpg,auto,True
4,speed-20180403-085100.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-085100.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-085100.jpg,bus,True
5,speed-20180403-072309.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072309.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072309.jpg,auto,True
6,speed-20180403-071200.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071200.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071200.jpg,auto,True
7,speed-20180403-083312.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083312.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083312.jpg,auto,True
8,speed-20180403-083243.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083243.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083243.jpg,bike,True
9,speed-20180403-071543.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071543.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071543.jpg,bike,True
10,speed-20180403-091141.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-091141.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-091141.jpg,taxi,True
11,speed-20180403-083550.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083550.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083550.jpg,bike,True
12,speed-20180403-080226.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080226.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080226.jpg,auto,True
13,speed-20180403-071039.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071039.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071039.jpg,bike,True
14,speed-20180403-093611.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-093611.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-093611.jpg,auto,True
15,speed-20180403-085632.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-085632.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-085632.jpg,bike,True
16,speed-20180403-092218.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-092218.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-092218.jpg,bus,True
17,speed-20180403-072103.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072103.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072103.jpg,auto,True
18,speed-20180402-192715.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-192715.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-192715.jpg,auto,True
19,speed-20180403-072221.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072221.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072221.jpg,delivery,True
20,speed-20180403-080418.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080418.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080418.jpg,delivery,True
21,speed-20180403-092608.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-092608.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-092608.jpg,bike,True
22,speed-20180403-072235.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072235.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072235.jpg,delivery,True
23,speed-20180402-192721.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-192721.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-192721.jpg,auto,True
24,speed-20180403-091544.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-091544.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-091544.jpg,bike,True
25,speed-20180403-083712.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083712.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083712.jpg,bike,True
26,speed-20180403-083349.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083349.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083349.jpg,bike,True
27,speed-20180402-193506.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-193506.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-193506.jpg,auto,True
28,speed-20180403-081031.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-081031.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-081031.jpg,auto,True
29,speed-20180403-083105.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-083105.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-083105.jpg,bike,True
30,speed-20180403-084511.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-084511.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-084511.jpg,auto,True
31,speed-20180402-224120.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-224120.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-224120.jpg,auto,True
32,speed-20180403-084928.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-084928.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-084928.jpg,bike,True
33,speed-20180402-193706.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-193706.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-193706.jpg,auto,True
34,speed-20180403-072840.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072840.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072840.jpg,delivery,True
35,speed-20180403-071406.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071406.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071406.jpg,delivery,True
36,speed-20180403-085927.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-085927.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-085927.jpg,bike,True
37,speed-20180402-221213.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-221213.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-221213.jpg,auto,True
38,speed-20180403-084805.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-084805.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-084805.jpg,bike,True
39,speed-20180403-085917.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-085917.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-085917.jpg,bike,True
40,speed-20180403-093502.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-093502.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-093502.jpg,auto,True
41,speed-20180403-080107.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080107.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080107.jpg,auto,True
42,speed-20180403-091759.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-091759.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-091759.jpg,moto,True
43,speed-20180403-084324.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-084324.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-084324.jpg,auto,True
44,speed-20180402-192848.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-192848.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-192848.jpg,auto,True
